CASE,WORK,SENT-ADDR,TOK-ADDR,LEM,TYPEA,TYPEB,SENTLEN,WORKLEN
3,Cael,/harrington/1019/lattb.1019.1.tb.xml|14,/harrington/1019/lattb.1019.1.tb.xml|14|5,repello,main,main,9,7139
4,Cael,/harrington/1019/lattb.1019.1.tb.xml|14,/harrington/1019/lattb.1019.1.tb.xml|14|8,puto,main,main,9,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|15,/harrington/1019/lattb.1019.1.tb.xml|15|1,confero,main,main,3,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|16,/harrington/1019/lattb.1019.1.tb.xml|16|10,quo,spatial,hypo,15,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|16,/harrington/1019/lattb.1019.1.tb.xml|16|1,habeo,main,main,15,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|17,/harrington/1019/lattb.1019.1.tb.xml|17|1,hinc,mixed,para,5,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|17,/harrington/1019/lattb.1019.1.tb.xml|17|2,licet,main,main,5,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|18,/harrington/1019/lattb.1019.1.tb.xml|18|7,sum,main,main,7,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|19,/harrington/1019/lattb.1019.1.tb.xml|19|2,nunc,temporal,para,13,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|19,/harrington/1019/lattb.1019.1.tb.xml|19|1,redeo,main,main,13,7139
3,Cael,/harrington/1019/lattb.1019.1.tb.xml|19,/harrington/1019/lattb.1019.1.tb.xml|19|15,suscipio,main,main,13,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|20,/harrington/1019/lattb.1019.1.tb.xml|20|16,enim,causal,para,29,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|20,/harrington/1019/lattb.1019.1.tb.xml|20|15,nunc,temporal,para,29,7139
3,Cael,/harrington/1019/lattb.1019.1.tb.xml|20,/harrington/1019/lattb.1019.1.tb.xml|20|22,nunc,temporal,para,29,7139
4,Cael,/harrington/1019/lattb.1019.1.tb.xml|20,/harrington/1019/lattb.1019.1.tb.xml|20|2,dubito,main,main,29,7139
5,Cael,/harrington/1019/lattb.1019.1.tb.xml|20,/harrington/1019/lattb.1019.1.tb.xml|20|20,ardeo,directsp,main,29,7139
6,Cael,/harrington/1019/lattb.1019.1.tb.xml|20,/harrington/1019/lattb.1019.1.tb.xml|20|25,cumulo,directsp,main,29,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|21,/harrington/1019/lattb.1019.1.tb.xml|21|2,sum,main,main,4,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|22,/harrington/1019/lattb.1019.1.tb.xml|22|4,dico,directsp,main,6,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|22,/harrington/1019/lattb.1019.1.tb.xml|22|7,volo,directsp,main,6,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|23,/harrington/1019/lattb.1019.1.tb.xml|23|7,facio,directsp,main,12,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|24,/harrington/1019/lattb.1019.1.tb.xml|24|1,dico,main,main,10,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|24,/harrington/1019/lattb.1019.1.tb.xml|24|12,confero,directsp,main,10,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|25,/harrington/1019/lattb.1019.1.tb.xml|25|5,refugio,directsp,main,5,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|26,/harrington/1019/lattb.1019.1.tb.xml|26|5,nosco,directsp,main,5,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|27,/harrington/1019/lattb.1019.1.tb.xml|27|1,dido,directsp,main,3,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|27,/harrington/1019/lattb.1019.1.tb.xml|27|3,disseco,directsp,main,3,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|28,/harrington/1019/lattb.1019.1.tb.xml|28|4,liceo,directsp,main,4,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|29,/harrington/1019/lattb.1019.1.tb.xml|29|5,doleo,directsp,main,6,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|30,/harrington/1019/lattb.1019.1.tb.xml|30|3,sum,directsp,main,10,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|31,/harrington/1019/lattb.1019.1.tb.xml|31|6,respondeo,main,main,14,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|34,/harrington/1019/lattb.1019.1.tb.xml|34|2,sum,main,main,3,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|35,/harrington/1019/lattb.1019.1.tb.xml|35|5,possum,main,main,10,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|36,/harrington/1019/lattb.1019.1.tb.xml|36|4,miro,main,main,14,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|37,/harrington/1019/lattb.1019.1.tb.xml|37|9,sum,main,main,15,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|37,/harrington/1019/lattb.1019.1.tb.xml|37|14,restituo,directsp,main,15,7139
3,Cael,/harrington/1019/lattb.1019.1.tb.xml|37,/harrington/1019/lattb.1019.1.tb.xml|37|19,resarcio,directsp,main,15,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|38,/harrington/1019/lattb.1019.1.tb.xml|38|3,sum,main,main,4,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|39,/harrington/1019/lattb.1019.1.tb.xml|39|2,enim,causal,para,9,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|39,/harrington/1019/lattb.1019.1.tb.xml|39|3,sum,main,main,9,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|40,/harrington/1019/lattb.1019.1.tb.xml|40|24,semper,temporal,para,42,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|40,/harrington/1019/lattb.1019.1.tb.xml|40|6,dico,main,main,42,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|41,/harrington/1019/lattb.1019.1.tb.xml|41|18,puto,main,main,20,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|42,/harrington/1019/lattb.1019.1.tb.xml|42|6,igitur,causal,para,7,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|42,/harrington/1019/lattb.1019.1.tb.xml|42|1,dico,main,main,7,7139
3,Cael,/harrington/1019/lattb.1019.1.tb.xml|42,/harrington/1019/lattb.1019.1.tb.xml|42|7,sum,directsp,main,7,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|43,/harrington/1019/lattb.1019.1.tb.xml|43|3,instituo,directsp,main,4,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|44,/harrington/1019/lattb.1019.1.tb.xml|44|8,commendo,directsp,main,28,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|44,/harrington/1019/lattb.1019.1.tb.xml|44|10,trado,directsp,main,28,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|45,/harrington/1019/lattb.1019.1.tb.xml|45|79,puto,main,main,69,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|46,/harrington/1019/lattb.1019.1.tb.xml|46|6,arbitror,main,main,18,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|47,/harrington/1019/lattb.1019.1.tb.xml|47|15,reperio,main,main,15,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|48,/harrington/1019/lattb.1019.1.tb.xml|48|8,obsolesco,main,main,8,7139
1,Cael,/harrington/1019/lattb.1019.1.tb.xml|49,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,43,7139
2,Cael,/harrington/1019/lattb.1019.1.tb.xml|49,/harrington/1019/lattb.1019.1.tb.xml|49|48,ex-sisto,main,main,43,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|1,/harrington/1021/lattb.1021.1.tb.xml|1|8,dico,main,main,17,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|1,/harrington/1021/lattb.1021.1.tb.xml|1|18,refugio,main,main,17,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|2,/harrington/1021/lattb.1021.1.tb.xml|2|6,puto,main,main,15,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|3,/harrington/1021/lattb.1021.1.tb.xml|3|12,prope,mixed,para,17,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|3,/harrington/1021/lattb.1021.1.tb.xml|3|18,relinquo,main,main,17,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|4,/harrington/1021/lattb.1021.1.tb.xml|4|2,enim,causal,para,44,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|4,/harrington/1021/lattb.1021.1.tb.xml|4|26,aliquo,spatial,para,44,7139
3,Cael,/harrington/1021/lattb.1021.1.tb.xml|4,/harrington/1021/lattb.1021.1.tb.xml|4|7,gigno,main,main,44,7139
4,Cael,/harrington/1021/lattb.1021.1.tb.xml|4,/harrington/1021/lattb.1021.1.tb.xml|4|18,ostendo,main,main,44,7139
5,Cael,/harrington/1021/lattb.1021.1.tb.xml|4,/harrington/1021/lattb.1021.1.tb.xml|4|36,do,main,main,44,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|5,/harrington/1021/lattb.1021.1.tb.xml|5|42,puto,main,main,36,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|6,/harrington/1021/lattb.1021.1.tb.xml|6|1,ergo,causal,para,13,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|6,/harrington/1021/lattb.1021.1.tb.xml|6|13,relinquo,main,main,13,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|7,/harrington/1021/lattb.1021.1.tb.xml|7|16,semper,temporal,para,35,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|7,/harrington/1021/lattb.1021.1.tb.xml|7|25,aliquando,temporal,para,35,7139
3,Cael,/harrington/1021/lattb.1021.1.tb.xml|7,/harrington/1021/lattb.1021.1.tb.xml|7|31,dum,temporal,para,35,7139
4,Cael,/harrington/1021/lattb.1021.1.tb.xml|7,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,dum,temporal,hypo,35,7139
5,Cael,/harrington/1021/lattb.1021.1.tb.xml|7,/harrington/1021/lattb.1021.1.tb.xml|7|1,do,main,main,35,7139
6,Cael,/harrington/1021/lattb.1021.1.tb.xml|7,/harrington/1021/lattb.1021.1.tb.xml|7|6,sum,main,main,35,7139
7,Cael,/harrington/1021/lattb.1021.1.tb.xml|7,/harrington/1021/lattb.1021.1.tb.xml|7|13,denego,main,main,35,7139
8,Cael,/harrington/1021/lattb.1021.1.tb.xml|7,/harrington/1021/lattb.1021.1.tb.xml|7|17,supero,main,main,35,7139
9,Cael,/harrington/1021/lattb.1021.1.tb.xml|7,/harrington/1021/lattb.1021.1.tb.xml|7|24,vinco,main,main,35,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|8,/harrington/1021/lattb.1021.1.tb.xml|8|1,parco,main,main,37,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|8,/harrington/1021/lattb.1021.1.tb.xml|8|7,spolio,main,main,37,7139
3,Cael,/harrington/1021/lattb.1021.1.tb.xml|8,/harrington/1021/lattb.1021.1.tb.xml|8|11,effundo,main,main,37,7139
4,Cael,/harrington/1021/lattb.1021.1.tb.xml|8,/harrington/1021/lattb.1021.1.tb.xml|8|16,trucido,main,main,37,7139
5,Cael,/harrington/1021/lattb.1021.1.tb.xml|8,/harrington/1021/lattb.1021.1.tb.xml|8|19,incurro,main,main,37,7139
6,Cael,/harrington/1021/lattb.1021.1.tb.xml|8,/harrington/1021/lattb.1021.1.tb.xml|8|35,infero,main,main,37,7139
7,Cael,/harrington/1021/lattb.1021.1.tb.xml|8,/harrington/1021/lattb.1021.1.tb.xml|8|40,terreo,main,main,37,7139
8,Cael,/harrington/1021/lattb.1021.1.tb.xml|8,/harrington/1021/lattb.1021.1.tb.xml|8|43,intersum,main,main,37,7139
9,Cael,/harrington/1021/lattb.1021.1.tb.xml|8,/harrington/1021/lattb.1021.1.tb.xml|8|47,careo,main,main,37,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|9,/harrington/1021/lattb.1021.1.tb.xml|9|1,postremo,temporal,para,41,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|9,/harrington/1021/lattb.1021.1.tb.xml|9|21,aliquando,temporal,para,41,7139
3,Cael,/harrington/1021/lattb.1021.1.tb.xml|9,/harrington/1021/lattb.1021.1.tb.xml|9|37,antea,temporal,para,41,7139
4,Cael,/harrington/1021/lattb.1021.1.tb.xml|9,/harrington/1021/lattb.1021.1.tb.xml|9|1,postremo,temporal,para,41,7139
5,Cael,/harrington/1021/lattb.1021.1.tb.xml|9,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,41,7139
6,Cael,/harrington/1021/lattb.1021.1.tb.xml|9,/harrington/1021/lattb.1021.1.tb.xml|9|2,cum,temporal,hypo,41,7139
7,Cael,/harrington/1021/lattb.1021.1.tb.xml|9,/harrington/1021/lattb.1021.1.tb.xml|9|19,revoco,main,main,41,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|10,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,28,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|10,/harrington/1021/lattb.1021.1.tb.xml|10|19,sum,main,main,28,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|11,/harrington/1021/lattb.1021.1.tb.xml|11|5,libet,main,main,6,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|12,/harrington/1021/lattb.1021.1.tb.xml|12|4,recordor,main,main,4,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|13,/harrington/1021/lattb.1021.1.tb.xml|13|2,enim,causal,para,15,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|13,/harrington/1021/lattb.1021.1.tb.xml|13|1,nolo,main,main,15,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|14,/harrington/1021/lattb.1021.1.tb.xml|14|36,postea,temporal,para,37,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|14,/harrington/1021/lattb.1021.1.tb.xml|14|13,praedico,main,main,37,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|15,/harrington/1021/lattb.1021.1.tb.xml|15|8,enim,causal,para,34,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|15,/harrington/1021/lattb.1021.1.tb.xml|15|16,quoniam,causal,hypo,34,7139
3,Cael,/harrington/1021/lattb.1021.1.tb.xml|15,/harrington/1021/lattb.1021.1.tb.xml|15|7,dico,main,main,34,7139
4,Cael,/harrington/1021/lattb.1021.1.tb.xml|15,/harrington/1021/lattb.1021.1.tb.xml|15|27,reperio,main,main,34,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|16,/harrington/1021/lattb.1021.1.tb.xml|16|10,minuo,main,main,15,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|16,/harrington/1021/lattb.1021.1.tb.xml|16|15,augeo,main,main,15,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|17,/harrington/1021/lattb.1021.1.tb.xml|17|19,enim,causal,para,26,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|17,/harrington/1021/lattb.1021.1.tb.xml|17|12,diu,temporal,para,26,7139
3,Cael,/harrington/1021/lattb.1021.1.tb.xml|17,/harrington/1021/lattb.1021.1.tb.xml|17|24,numquam,temporal,para,26,7139
4,Cael,/harrington/1021/lattb.1021.1.tb.xml|17,/harrington/1021/lattb.1021.1.tb.xml|17|22,defloresco,main,main,26,7139
5,Cael,/harrington/1021/lattb.1021.1.tb.xml|17,/harrington/1021/lattb.1021.1.tb.xml|17|29,teneo,main,main,26,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|18,/harrington/1021/lattb.1021.1.tb.xml|18|8,antea,temporal,para,27,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|18,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,27,7139
3,Cael,/harrington/1021/lattb.1021.1.tb.xml|18,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,27,7139
4,Cael,/harrington/1021/lattb.1021.1.tb.xml|18,/harrington/1021/lattb.1021.1.tb.xml|18|1,audio,main,main,27,7139
5,Cael,/harrington/1021/lattb.1021.1.tb.xml|18,/harrington/1021/lattb.1021.1.tb.xml|18|7,audio,main,main,27,7139
6,Cael,/harrington/1021/lattb.1021.1.tb.xml|18,/harrington/1021/lattb.1021.1.tb.xml|18|18,loquor,main,main,27,7139
7,Cael,/harrington/1021/lattb.1021.1.tb.xml|18,/harrington/1021/lattb.1021.1.tb.xml|18|35,perspicio,main,main,27,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|19,/harrington/1021/lattb.1021.1.tb.xml|19|9,video,main,main,40,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|19,/harrington/1021/lattb.1021.1.tb.xml|19|27,insum,main,main,40,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|20,/harrington/1021/lattb.1021.1.tb.xml|20|2,scio,main,main,21,7139
1,Cael,/harrington/1021/lattb.1021.1.tb.xml|21,/harrington/1021/lattb.1021.1.tb.xml|21|2,enim,causal,para,38,7139
2,Cael,/harrington/1021/lattb.1021.1.tb.xml|21,/harrington/1021/lattb.1021.1.tb.xml|21|23,numquam,temporal,para,38,7139
3,Cael,/harrington/1021/lattb.1021.1.tb.xml|21,/harrington/1021/lattb.1021.1.tb.xml|21|4,possum,main,main,38,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|1,/harrington/1022/lattb.1022.1.tb.xml|1|30,semper,temporal,para,32,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|1,/harrington/1022/lattb.1022.1.tb.xml|1|7,puto,main,main,32,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|2,/harrington/1022/lattb.1022.1.tb.xml|2|1,obtero,main,main,15,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|2,/harrington/1022/lattb.1022.1.tb.xml|2|6,relinquo,main,main,15,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|2,/harrington/1022/lattb.1022.1.tb.xml|2|20,desero,main,main,15,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|3,/harrington/1022/lattb.1022.1.tb.xml|3|15,quo,spatial,hypo,20,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|3,/harrington/1022/lattb.1022.1.tb.xml|3|7,offendo,main,main,20,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|3,/harrington/1022/lattb.1022.1.tb.xml|3|12,deterreo,main,main,20,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|4,/harrington/1022/lattb.1022.1.tb.xml|4|16,voco,main,main,14,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|5,/harrington/1022/lattb.1022.1.tb.xml|5|16,versor,main,main,35,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|5,/harrington/1022/lattb.1022.1.tb.xml|5|18,appeto,main,main,35,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|5,/harrington/1022/lattb.1022.1.tb.xml|5|23,voco,main,main,35,7139
4,Cael,/harrington/1022/lattb.1022.1.tb.xml|5,/harrington/1022/lattb.1022.1.tb.xml|5|25,subeo,main,main,35,7139
5,Cael,/harrington/1022/lattb.1022.1.tb.xml|5,/harrington/1022/lattb.1022.1.tb.xml|5|42,dimico,main,main,35,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|6,/harrington/1022/lattb.1022.1.tb.xml|6|3,igitur,causal,para,15,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|6,/harrington/1022/lattb.1022.1.tb.xml|6|6,redoleo,main,main,15,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|6,/harrington/1022/lattb.1022.1.tb.xml|6|17,loquor,main,main,15,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|7,/harrington/1022/lattb.1022.1.tb.xml|7|10,huc,spatial,para,37,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|7,/harrington/1022/lattb.1022.1.tb.xml|7|4,loquor,main,main,37,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|7,/harrington/1022/lattb.1022.1.tb.xml|7|8,persono,main,main,37,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|8,/harrington/1022/lattb.1022.1.tb.xml|8|13,sum,main,main,34,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|8,/harrington/1022/lattb.1022.1.tb.xml|8|21,possum,main,main,34,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|8,/harrington/1022/lattb.1022.1.tb.xml|8|24,abhorreo,main,main,34,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|9,/harrington/1022/lattb.1022.1.tb.xml|9|2,enim,causal,para,19,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|9,/harrington/1022/lattb.1022.1.tb.xml|9|5,factito,main,main,19,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|9,/harrington/1022/lattb.1022.1.tb.xml|9|9,reprehendo,main,main,19,7139
4,Cael,/harrington/1022/lattb.1022.1.tb.xml|9,/harrington/1022/lattb.1022.1.tb.xml|9|13,permitto,main,main,19,7139
5,Cael,/harrington/1022/lattb.1022.1.tb.xml|9,/harrington/1022/lattb.1022.1.tb.xml|9|17,sum,main,main,19,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|10,/harrington/1022/lattb.1022.1.tb.xml|10|1,hic,spatial,para,12,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|10,/harrington/1022/lattb.1022.1.tb.xml|10|5,definio,main,main,12,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|10,/harrington/1022/lattb.1022.1.tb.xml|10|9,nomino,main,main,12,7139
4,Cael,/harrington/1022/lattb.1022.1.tb.xml|10,/harrington/1022/lattb.1022.1.tb.xml|10|14,relinquo,main,main,12,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|11,/harrington/1022/lattb.1022.1.tb.xml|11|87,hic,spatial,para,93,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|11,/harrington/1022/lattb.1022.1.tb.xml|11|99,herennius,spatial,para,93,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|11,/harrington/1022/lattb.1022.1.tb.xml|11|111,video,main,main,93,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|12,/harrington/1022/lattb.1022.1.tb.xml|12|1,obliviscor,main,main,9,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|12,/harrington/1022/lattb.1022.1.tb.xml|12|8,depono,main,main,9,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|13,/harrington/1022/lattb.1022.1.tb.xml|13|11,neglego,main,main,11,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|14,/harrington/1022/lattb.1022.1.tb.xml|14|6,dico,main,main,8,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|15,/harrington/1022/lattb.1022.1.tb.xml|15|7,quoniam,causal,hypo,20,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|15,/harrington/1022/lattb.1022.1.tb.xml|15|5,requiro,main,main,20,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|16,/harrington/1022/lattb.1022.1.tb.xml|16|22,hic,spatial,para,31,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|16,/harrington/1022/lattb.1022.1.tb.xml|16|34,video,main,main,31,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|17,/harrington/1022/lattb.1022.1.tb.xml|17|12,sum,main,main,13,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|18,/harrington/1022/lattb.1022.1.tb.xml|18|8,sum,main,main,15,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|19,/harrington/1022/lattb.1022.1.tb.xml|19|4,do,main,main,8,7139
1,Cael,/harrington/1022/lattb.1022.1.tb.xml|20,/harrington/1022/lattb.1022.1.tb.xml|20|2,enim,causal,para,24,7139
2,Cael,/harrington/1022/lattb.1022.1.tb.xml|20,/harrington/1022/lattb.1022.1.tb.xml|20|5,defendo,main,main,24,7139
3,Cael,/harrington/1022/lattb.1022.1.tb.xml|20,/harrington/1022/lattb.1022.1.tb.xml|20|25,do,main,main,24,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|1,/harrington/1023/lattb.1023.1.tb.xml|1|13,dico,main,main,12,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|2,/harrington/1023/lattb.1023.1.tb.xml|2|3,aio,main,main,12,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|4,/harrington/1023/lattb.1023.1.tb.xml|4|1,eodem,spatial,para,9,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|5,/harrington/1023/lattb.1023.1.tb.xml|5|1,hic,spatial,para,19,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|5,/harrington/1023/lattb.1023.1.tb.xml|5|4,requiro,main,main,19,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|6,/harrington/1023/lattb.1023.1.tb.xml|6|15,sum,main,main,20,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|7,/harrington/1023/lattb.1023.1.tb.xml|7|14,hinc,mixed,para,23,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|7,/harrington/1023/lattb.1023.1.tb.xml|7|21,sum,main,main,23,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|8,/harrington/1023/lattb.1023.1.tb.xml|8|46,eo,mixed,para,53,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|8,/harrington/1023/lattb.1023.1.tb.xml|8|52,deinde,temporal,para,53,7139
3,Cael,/harrington/1023/lattb.1023.1.tb.xml|8,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,53,7139
4,Cael,/harrington/1023/lattb.1023.1.tb.xml|8,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,53,7139
5,Cael,/harrington/1023/lattb.1023.1.tb.xml|8,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,53,7139
6,Cael,/harrington/1023/lattb.1023.1.tb.xml|8,/harrington/1023/lattb.1023.1.tb.xml|8|4,inquam,main,main,53,7139
7,Cael,/harrington/1023/lattb.1023.1.tb.xml|8,/harrington/1023/lattb.1023.1.tb.xml|8|19,praecipio,directsp,main,53,7139
8,Cael,/harrington/1023/lattb.1023.1.tb.xml|8,/harrington/1023/lattb.1023.1.tb.xml|8|41,jubeo,directsp,main,53,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|9,/harrington/1023/lattb.1023.1.tb.xml|9|9,habeo,main,main,8,7139
1,Cael,/harrington/1023/lattb.1023.1.tb.xml|10,/harrington/1023/lattb.1023.1.tb.xml|10|2,enim,causal,para,6,7139
2,Cael,/harrington/1023/lattb.1023.1.tb.xml|10,/harrington/1023/lattb.1023.1.tb.xml|10|6,constituo,main,main,6,7139
